2023-02-05 22:09:19,627 p=24272 u=kal n=ansible | PLAY [localhost] ************************************************************************
2023-02-05 22:09:33,179 p=24272 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": "which rustc; [[ ! $? -ne 0 ]] && curl --proto '=https' --tlsv1.2 -sSf https://sh.rustup.rs | sh -s -- -y", "delta": "0:00:00.002715", "end": "2023-02-05 22:09:33.162587", "msg": "non-zero return code", "rc": 127, "start": "2023-02-05 22:09:33.159872", "stderr": "/bin/sh: 1: [[: not found", "stderr_lines": ["/bin/sh: 1: [[: not found"], "stdout": "", "stdout_lines": []}
2023-02-05 22:09:33,179 p=24272 u=kal n=ansible | PLAY RECAP ******************************************************************************
2023-02-05 22:09:33,179 p=24272 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:20:46,600 p=26047 u=kal n=ansible | PLAY [localhost] ***********************************************************************
2023-02-05 22:20:46,612 p=26047 u=kal n=ansible | TASK [Gathering Facts] *****************************************************************
2023-02-05 22:20:49,496 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:49,519 p=26047 u=kal n=ansible | TASK [Install shell utilities w/ apt] **************************************************
2023-02-05 22:20:51,010 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:51,021 p=26047 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ************************************************
2023-02-05 22:20:51,348 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:51,357 p=26047 u=kal n=ansible | TASK [Download default .zshrc] *********************************************************
2023-02-05 22:20:52,090 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:52,102 p=26047 u=kal n=ansible | TASK [Install shell utilities w/ apt] **************************************************
2023-02-05 22:20:53,424 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:53,435 p=26047 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] *********************************
2023-02-05 22:20:54,789 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:54,801 p=26047 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] *****************************
2023-02-05 22:20:56,153 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:56,164 p=26047 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] ***********************************
2023-02-05 22:20:57,491 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:57,502 p=26047 u=kal n=ansible | TASK [Install NVM] *********************************************************************
2023-02-05 22:20:57,738 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:57,747 p=26047 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ************************************
2023-02-05 22:20:59,068 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:20:59,078 p=26047 u=kal n=ansible | TASK [Install VM techs] ****************************************************************
2023-02-05 22:21:00,411 p=26047 u=kal n=ansible | ok: [krpz]
2023-02-05 22:21:00,422 p=26047 u=kal n=ansible | TASK [command] *************************************************************************
2023-02-05 22:21:00,535 p=26047 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": ["which", "rustc"], "delta": "0:00:00.002337", "end": "2023-02-05 22:21:00.519764", "msg": "non-zero return code", "rc": 1, "start": "2023-02-05 22:21:00.517427", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2023-02-05 22:21:00,537 p=26047 u=kal n=ansible | PLAY RECAP *****************************************************************************
2023-02-05 22:21:00,537 p=26047 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:22:09,079 p=26641 u=kal n=ansible | PLAY [localhost] **********************************************************************************************
2023-02-05 22:22:09,089 p=26641 u=kal n=ansible | TASK [Gathering Facts] ****************************************************************************************
2023-02-05 22:22:12,023 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:12,047 p=26641 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:22:13,505 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:13,515 p=26641 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ***********************************************************************
2023-02-05 22:22:13,816 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:13,826 p=26641 u=kal n=ansible | TASK [Download default .zshrc] ********************************************************************************
2023-02-05 22:22:14,288 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:14,298 p=26641 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:22:15,635 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:15,646 p=26641 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] ********************************************************
2023-02-05 22:22:16,966 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:16,977 p=26641 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] ****************************************************
2023-02-05 22:22:18,308 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:18,319 p=26641 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] **********************************************************
2023-02-05 22:22:19,642 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:19,656 p=26641 u=kal n=ansible | TASK [Install NVM] ********************************************************************************************
2023-02-05 22:22:19,872 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:19,882 p=26641 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ***********************************************************
2023-02-05 22:22:21,218 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:21,228 p=26641 u=kal n=ansible | TASK [Install VM techs] ***************************************************************************************
2023-02-05 22:22:22,616 p=26641 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:22,627 p=26641 u=kal n=ansible | TASK [command] ************************************************************************************************
2023-02-05 22:22:22,743 p=26641 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": ["which", "rustc"], "delta": "0:00:00.002225", "end": "2023-02-05 22:22:22.728430", "msg": "non-zero return code", "rc": 1, "start": "2023-02-05 22:22:22.726205", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2023-02-05 22:22:22,744 p=26641 u=kal n=ansible | PLAY RECAP ****************************************************************************************************
2023-02-05 22:22:22,744 p=26641 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:22:46,734 p=27233 u=kal n=ansible | PLAY [localhost] **********************************************************************************************
2023-02-05 22:22:46,743 p=27233 u=kal n=ansible | TASK [Gathering Facts] ****************************************************************************************
2023-02-05 22:22:49,674 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:49,700 p=27233 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:22:51,144 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:51,155 p=27233 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ***********************************************************************
2023-02-05 22:22:51,445 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:51,455 p=27233 u=kal n=ansible | TASK [Download default .zshrc] ********************************************************************************
2023-02-05 22:22:51,935 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:51,960 p=27233 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:22:53,292 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:53,304 p=27233 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] ********************************************************
2023-02-05 22:22:54,627 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:54,640 p=27233 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] ****************************************************
2023-02-05 22:22:55,955 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:55,965 p=27233 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] **********************************************************
2023-02-05 22:22:57,317 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:57,329 p=27233 u=kal n=ansible | TASK [Install NVM] ********************************************************************************************
2023-02-05 22:22:57,564 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:57,572 p=27233 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ***********************************************************
2023-02-05 22:22:58,897 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:22:58,907 p=27233 u=kal n=ansible | TASK [Install VM techs] ***************************************************************************************
2023-02-05 22:23:00,265 p=27233 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:00,276 p=27233 u=kal n=ansible | TASK [command] ************************************************************************************************
2023-02-05 22:23:00,399 p=27233 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": ["which", "rustc"], "delta": "0:00:00.002378", "end": "2023-02-05 22:23:00.385383", "msg": "non-zero return code", "rc": 1, "start": "2023-02-05 22:23:00.383005", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2023-02-05 22:23:00,400 p=27233 u=kal n=ansible | PLAY RECAP ****************************************************************************************************
2023-02-05 22:23:00,400 p=27233 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:23:51,089 p=27795 u=kal n=ansible | PLAY [localhost] **********************************************************************************************
2023-02-05 22:23:51,099 p=27795 u=kal n=ansible | TASK [Gathering Facts] ****************************************************************************************
2023-02-05 22:23:54,000 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:54,025 p=27795 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:23:55,470 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:55,482 p=27795 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ***********************************************************************
2023-02-05 22:23:55,774 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:55,783 p=27795 u=kal n=ansible | TASK [Download default .zshrc] ********************************************************************************
2023-02-05 22:23:56,226 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:56,250 p=27795 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:23:57,585 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:57,595 p=27795 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] ********************************************************
2023-02-05 22:23:58,953 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:23:58,963 p=27795 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] ****************************************************
2023-02-05 22:24:00,295 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:00,306 p=27795 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] **********************************************************
2023-02-05 22:24:01,635 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:01,646 p=27795 u=kal n=ansible | TASK [Install NVM] ********************************************************************************************
2023-02-05 22:24:01,868 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:01,877 p=27795 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ***********************************************************
2023-02-05 22:24:03,214 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:03,224 p=27795 u=kal n=ansible | TASK [Install VM techs] ***************************************************************************************
2023-02-05 22:24:04,566 p=27795 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:04,576 p=27795 u=kal n=ansible | TASK [command] ************************************************************************************************
2023-02-05 22:24:04,692 p=27795 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": ["which", "rustc"], "delta": "0:00:00.002179", "end": "2023-02-05 22:24:04.676665", "msg": "non-zero return code", "rc": 1, "start": "2023-02-05 22:24:04.674486", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2023-02-05 22:24:04,692 p=27795 u=kal n=ansible | PLAY RECAP ****************************************************************************************************
2023-02-05 22:24:04,693 p=27795 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:24:33,411 p=28343 u=kal n=ansible | PLAY [localhost] **********************************************************************************************
2023-02-05 22:24:33,420 p=28343 u=kal n=ansible | TASK [Gathering Facts] ****************************************************************************************
2023-02-05 22:24:36,329 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:36,354 p=28343 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:24:37,798 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:37,808 p=28343 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ***********************************************************************
2023-02-05 22:24:38,093 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:38,102 p=28343 u=kal n=ansible | TASK [Download default .zshrc] ********************************************************************************
2023-02-05 22:24:38,738 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:38,761 p=28343 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:24:40,111 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:40,121 p=28343 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] ********************************************************
2023-02-05 22:24:41,429 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:41,439 p=28343 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] ****************************************************
2023-02-05 22:24:42,785 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:42,796 p=28343 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] **********************************************************
2023-02-05 22:24:44,137 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:44,149 p=28343 u=kal n=ansible | TASK [Install NVM] ********************************************************************************************
2023-02-05 22:24:44,388 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:44,398 p=28343 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ***********************************************************
2023-02-05 22:24:45,746 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:45,757 p=28343 u=kal n=ansible | TASK [Install VM techs] ***************************************************************************************
2023-02-05 22:24:47,100 p=28343 u=kal n=ansible | ok: [krpz]
2023-02-05 22:24:47,110 p=28343 u=kal n=ansible | TASK [Install Rust] *******************************************************************************************
2023-02-05 22:24:47,221 p=28343 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": true, "cmd": "which rustc; if [[ $? -ne 0 ]] then curl --proto '=https' --tlsv1.2 -sSf https://sh.rustup.rs | sh -s -- -y fi", "delta": "0:00:00.001858", "end": "2023-02-05 22:24:47.206292", "msg": "non-zero return code", "rc": 2, "start": "2023-02-05 22:24:47.204434", "stderr": "/bin/sh: 1: Syntax error: end of file unexpected (expecting \"then\")", "stderr_lines": ["/bin/sh: 1: Syntax error: end of file unexpected (expecting \"then\")"], "stdout": "", "stdout_lines": []}
2023-02-05 22:24:47,222 p=28343 u=kal n=ansible | PLAY RECAP ****************************************************************************************************
2023-02-05 22:24:47,222 p=28343 u=kal n=ansible | krpz                       : ok=11   changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-02-05 22:26:21,863 p=28980 u=kal n=ansible | PLAY [localhost] **********************************************************************************************
2023-02-05 22:26:21,873 p=28980 u=kal n=ansible | TASK [Gathering Facts] ****************************************************************************************
2023-02-05 22:26:24,769 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:24,796 p=28980 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:26:26,257 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:26,268 p=28980 u=kal n=ansible | TASK [Ensure the user has a zsh shell.] ***********************************************************************
2023-02-05 22:26:26,564 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:26,573 p=28980 u=kal n=ansible | TASK [Download default .zshrc] ********************************************************************************
2023-02-05 22:26:27,226 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:27,249 p=28980 u=kal n=ansible | TASK [Install shell utilities w/ apt] *************************************************************************
2023-02-05 22:26:28,604 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:28,629 p=28980 u=kal n=ansible | TASK [Install other utilities (wget, curl, git, etc.)] ********************************************************
2023-02-05 22:26:29,939 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:29,950 p=28980 u=kal n=ansible | TASK [Install require packages like gcc, make, cmake, etc] ****************************************************
2023-02-05 22:26:31,289 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:31,299 p=28980 u=kal n=ansible | TASK [Set environment managers (direnv, npm, conda)] **********************************************************
2023-02-05 22:26:32,626 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:32,637 p=28980 u=kal n=ansible | TASK [Install NVM] ********************************************************************************************
2023-02-05 22:26:32,862 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:32,870 p=28980 u=kal n=ansible | TASK [Install utilities (htop, tree, pstree, etc.)] ***********************************************************
2023-02-05 22:26:34,188 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:34,198 p=28980 u=kal n=ansible | TASK [Install VM techs] ***************************************************************************************
2023-02-05 22:26:35,535 p=28980 u=kal n=ansible | ok: [krpz]
2023-02-05 22:26:35,545 p=28980 u=kal n=ansible | TASK [Install Rust] *******************************************************************************************
2023-02-05 22:26:35,659 p=28980 u=kal n=ansible | changed: [krpz]
2023-02-05 22:26:35,667 p=28980 u=kal n=ansible | TASK [Softlink Cargo] *****************************************************************************************
2023-02-05 22:26:35,911 p=28980 u=kal n=ansible | fatal: [krpz]: FAILED! => {"changed": false, "msg": "src file does not exist, use \"force=yes\" if you really want to create the link: /usr/lib/cargo", "path": "/usr/bin/cargo", "src": "/usr/lib/cargo"}
2023-02-05 22:26:35,911 p=28980 u=kal n=ansible | PLAY RECAP ****************************************************************************************************
2023-02-05 22:26:35,912 p=28980 u=kal n=ansible | krpz                       : ok=12   changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
